COMPOSER,TITLE,PATH
Franz Liszt,"Tarantella, S. 162 No. 3 from Venezia e Napoli",2011/MIDI-Unprocessed_06_R3_2011_MID--AUDIO_R3-D3_06_Track06_wav.midi
Franz Liszt,"Tarantella, Venezia e Napoli in G Minor, S.159",2017/MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--4.midi
Franz Liszt,"Tarantelle di Bravura, S. 386",2009/MIDI-Unprocessed_16_R1_2009_03-06_ORIG_MID--AUDIO_16_R1_2009_16_R1_2009_03_WAV.midi
Franz Liszt,Transcendental Etude No. 1 Prelude,2008/MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--2.midi
Franz Liszt,"Transcendental Etude No. 1, “Preludio",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--3.midi
Franz Liszt,Transcendental Etude No. 10 in F Minor,2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--3.midi
Franz Liszt,Transcendental Etude No. 10 in F Minor Appassionata,2008/MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--6.midi
Franz Liszt,"Transcendental Etude No. 10 in F Minor, S. 139/10",2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--3.midi
Franz Liszt,Transcendental Etude No. 11 Harmonies du Soir,2008/MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--7.midi
Franz Liszt,Transcendental Etude No. 12 Chasse-neige,2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--3.midi
Franz Liszt,"Transcendental Etude No. 2, “Molto vivace",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--4.midi
Franz Liszt,Transcendental Etude No. 3 Paysage,2008/MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--3.midi
Franz Liszt,Transcendental Etude No. 4 Mazeppa,2008/MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--4.midi
Franz Liszt,"Transcendental Etude No. 4, Mazeppa",2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_17_R1_2015_wav--4.midi
Franz Liszt,Transcendental Etude No. 5 Feux Follets,2008/MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--5.midi
Franz Liszt,"Transcendental Etude No. 5 “Feux Follets,” S.139, No. 5",2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_09_R1_2014_wav--3.midi
Franz Liszt,"Transcendental Etude No. 5, Feux Follets, S. 139/5",2011/MIDI-Unprocessed_06_R2_2011_MID--AUDIO_R2-D2_07_Track07_wav.midi
Franz Liszt,Transcendental Etude No. 8 Wilde Jagd,2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--4.midi
Franz Liszt,"Transcendental Etude No. 8, Wilde Jagd, S. 139/8",2011/MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_04_Track04_wav.midi
Franz Liszt,"Transcendental Etude No. 9, 'Ricordanza'",2004/MIDI-Unprocessed_XP_01_R1_2004_04-05_ORIG_MID--AUDIO_01_R1_2004_05_Track05_wav.midi
Franz Liszt,"Tristan and Isolde - Liebestod, S.447",2017/MIDI-Unprocessed_075_PIANO075_MID--AUDIO-split_07-08-17_Piano-e_2-06_wav--3.midi
Franz Liszt,"Trois Etudes de Concert La leggierezza, S.144",2017/MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--1.midi
Franz Liszt,"Valse de l'opera Faust de Charles Gounod, S.407",2017/MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--5.midi
Franz Liszt,"Valse-Impromptu, S. 213",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--1.midi
Franz Liszt,Venezia e Napoli,2011/MIDI-Unprocessed_22_R3_2011_MID--AUDIO_R3-D7_07_Track07_wav.midi
Franz Liszt,"Venezia e Napoli, S. 162",2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--4.midi
Franz Liszt,"Venezia e Napoli, S.162 ",2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--8.midi
Franz Liszt,"Études d'exécution transcendante, No. 10 in F Minor, S.139/10",2017/MIDI-Unprocessed_065_PIANO065_MID--AUDIO-split_07-07-17_Piano-e_3-01_wav--3.midi
Franz Liszt,"Études d'exécution transcendante, No. 12, Chasse-Neige S.139/12",2017/MIDI-Unprocessed_055_PIANO055_MID--AUDIO-split_07-07-17_Piano-e_1-04_wav--3.midi
Franz Liszt,"Études d'exécution transcendante, No. 4, Mazeppa S.139/4",2017/MIDI-Unprocessed_045_PIANO045_MID--AUDIO-split_07-06-17_Piano-e_2-01_wav--4.midi
Franz Liszt,"Études d'exécution transcendante, No. 5, Feux follets S.139/5",2017/MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--2.midi
"Franz Liszt, Camille Saint-Saëns",Danse Macabre S555/R240,2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_07_Track07_wav.midi
"Franz Liszt, Vladimir Horowitz",Hungarian Rhapsody No. 15 (Horowitz edition),2008/MIDI-Unprocessed_09_R3_2008_01-07_ORIG_MID--AUDIO_09_R3_2008_wav--7.midi
"Franz Liszt, Vladimir Horowitz",Hungarian Rhapsody No. 2 (Horowitz Edition),2008/MIDI-Unprocessed_09_R2_2008_01-05_ORIG_MID--AUDIO_09_R2_2008_wav--5.midi
Franz Schubert,Der Mueller und der Bach,2009/MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_02_WAV.midi
Franz Schubert,Erlkoenig,2009/MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_04_WAV.midi
Franz Schubert,Gretchen am Spinnrade,2009/MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_03_WAV.midi
Franz Schubert,"Fantasia in C Major, Wanderer, D. 760",2017/MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--3.midi
Franz Schubert,Impromptu Op. 142 No. 1 F Minor,2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--3.midi
Franz Schubert,Impromptu Op. 142 No. 1 in F Minor,2008/MIDI-Unprocessed_11_R2_2008_01-05_ORIG_MID--AUDIO_11_R2_2008_wav--3.midi
Franz Schubert,"Impromptu Op. 142 No. 1 in F Minor, D. 935",2017/MIDI-Unprocessed_075_PIANO075_MID--AUDIO-split_07-08-17_Piano-e_2-06_wav--1.midi
Franz Schubert,"Impromptu Op. 142 No. 1 in F Minor, D935",2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_15_R2_2013_wav--1.midi
Franz Schubert,"Impromptu Op. 142 No. 1, in F Minor, D935",2011/MIDI-Unprocessed_03_R2_2011_MID--AUDIO_R2-D1_07_Track07_wav.midi
Franz Schubert,"Impromptu Op. 142 No. 3 in B-Flat Major, D935",2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_08_R2_2013_wav--1.midi
Franz Schubert,Impromptu Op. 142 No. 3 in B-flat Major,2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_11_R2_2013_wav--1.midi
Franz Schubert,"Impromptu Op. 142 No. 3 in B-flat Major, D. 935",2017/MIDI-Unprocessed_074_PIANO074_MID--AUDIO-split_07-08-17_Piano-e_2-04_wav--2.midi
Franz Schubert,"Impromptu Op. 142 No. 3, in B-Flat Major, D935",2011/MIDI-Unprocessed_06_R2_2011_MID--AUDIO_R2-D2_06_Track06_wav.midi
Franz Schubert,"Impromptu Op. 142 No. 4 in F Minor, D. 935",2017/MIDI-Unprocessed_072_PIANO072_MID--AUDIO-split_07-08-17_Piano-e_1-06_wav--2.midi
Franz Schubert,"Impromptu Op. 142 No. 4, in F Minor, D935",2011/MIDI-Unprocessed_02_R2_2011_MID--AUDIO_R2-D1_02_Track02_wav.midi
Franz Schubert,Impromptu Op. 90 No. 1,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_11_R1_2018_wav--1.midi
Franz Schubert,Impromptu Op. 90 No. 1 in C Minor,2008/MIDI-Unprocessed_03_R2_2008_01-03_ORIG_MID--AUDIO_03_R2_2008_wav--1.midi
Franz Schubert,"Impromptu Op. 90 No. 1 in C Minor, D. 899",2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--2.midi
Franz Schubert,"Impromptu Op. 90 No. 1, in C Minor, D899",2011/MIDI-Unprocessed_04_R2_2011_MID--AUDIO_R2-D2_02_Track02_wav.midi
Franz Schubert,Impromptu Op. 90 No. 2,2008/MIDI-Unprocessed_02_R2_2008_01-05_ORIG_MID--AUDIO_02_R2_2008_wav--1.midi
Franz Schubert,Impromptu Op. 90 No. 2 E-flat Major,2008/MIDI-Unprocessed_09_R2_2008_01-05_ORIG_MID--AUDIO_09_R2_2008_wav--1.midi
Franz Schubert,Impromptu Op. 90 No. 2 in E-flat Major,2008/MIDI-Unprocessed_12_R2_2008_01-04_ORIG_MID--AUDIO_12_R2_2008_wav--2.midi
Franz Schubert,"Impromptu Op. 90 No. 2 in E-flat Major, D. 899",2017/MIDI-Unprocessed_070_PIANO070_MID--AUDIO-split_07-08-17_Piano-e_1-02_wav--1.midi
Franz Schubert,"Impromptu Op. 90 No. 2 in E-flat Major, D899",2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_03_R2_2013_wav--2.midi
Franz Schubert,Impromptu Op. 90 No. 3 in G-flat,2008/MIDI-Unprocessed_17_R2_2008_01-04_ORIG_MID--AUDIO_17_R2_2008_wav--3.midi
Franz Schubert,Impromptu Op. 90 No. 3 in G-flat Major,2008/MIDI-Unprocessed_07_R2_2008_01-05_ORIG_MID--AUDIO_07_R2_2008_wav--1.midi
Franz Schubert,"Impromptu Op. 90 No. 3 in G-flat Major, D. 899",2017/MIDI-Unprocessed_073_PIANO073_MID--AUDIO-split_07-08-17_Piano-e_2-02_wav--2.midi
Franz Schubert,"Impromptu Op. 90 No. 3 in G-flat Major, D899",2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_17_R2_2013_wav--2.midi
Franz Schubert,"Impromptu Op. 90 No. 3, in G-flat Major, D899",2011/MIDI-Unprocessed_09_R2_2011_MID--AUDIO_R2-D3_04_Track04_wav.midi
Franz Schubert,Impromptu Op. 90 No. 4 in A-flat Major,2008/MIDI-Unprocessed_04_R2_2008_01-04_ORIG_MID--AUDIO_04_R2_2008_wav--3.midi
Franz Schubert,"Impromptu Op. 90, No. 3, in G-flat Major, D899",2011/MIDI-Unprocessed_12_R2_2011_MID--AUDIO_R2-D4_04_Track04_wav.midi
Franz Schubert,"Impromptu Op.142 No.3, in B-Flat Major, D935",2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--1.midi
Franz Schubert,Impromptus Op. 90,2018/MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--3.midi
Franz Schubert,"Impromptus Op. 90, No. 3",2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_02_Track02_wav--1.midi
Franz Schubert,Moment Musical Op. 94 No. 1 in C Major,2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_12_R2_2015_wav--2.midi
Franz Schubert,"Moment Musical Op. 94 No. 4 in C-sharp Minor, D780",2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_07_R2_2013_wav--2.midi
Franz Schubert,"Moment Musical Op. 94 No. 4, in C-sharp Minor, D780",2011/MIDI-Unprocessed_23_R2_2011_MID--AUDIO_R2-D6_03_Track03_wav.midi
Franz Schubert,"Moment Musicaux in F Minor, Op. 94 No. 3",2008/MIDI-Unprocessed_15_R2_2008_01-04_ORIG_MID--AUDIO_15_R2_2008_wav--2.midi
Franz Schubert,Son. in Bb D.960,2006/MIDI-Unprocessed_05_R2_2006_01_ORIG_MID--AUDIO_05_R2_2006_01_Track01_wav.midi
Franz Schubert,Son. in Bb D.961,2006/MIDI-Unprocessed_05_R2_2006_01_ORIG_MID--AUDIO_05_R2_2006_02_Track02_wav.midi
Franz Schubert,Son. in Bb D.962,2006/MIDI-Unprocessed_05_R2_2006_01_ORIG_MID--AUDIO_05_R2_2006_03_Track03_wav.midi
Franz Schubert,Sonata in A D959,2006/MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_01_Track01_wav.midi
Franz Schubert,Sonata in A D960,2006/MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_02_Track02_wav.midi
Franz Schubert,Sonata in A D961,2006/MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_03_Track03_wav.midi
Franz Schubert,Sonata in A D962,2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_04_Track04_wav.midi
Franz Schubert,"Sonata in A Major, D. 664 ",2017/MIDI-Unprocessed_078_PIANO078_MID--AUDIO-split_07-09-17_Piano-e_1-02_wav--2.midi
Franz Schubert,"Sonata in A Major, D. 664, I. Allegro moderato",2017/MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--2.midi
Franz Schubert,"Sonata in A Major, D. 959 ",2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_08_R2_2014_wav.midi
Franz Schubert,"Sonata in A Major, D959",2018/MIDI-Unprocessed_Schubert1-3_MID--AUDIO_07_R2_2018_wav.midi
Franz Schubert,"Sonata in A Major, Op. 120, I. Allegro moderato",2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--2.midi
Franz Schubert,Sonata in A Min.,2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_01_Track01_wav.midi
Franz Schubert,"Sonata in A Minor, D. 537, I. Allegro ma non troppo",2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--3.midi
Franz Schubert,"Sonata in A Minor, D. 845",2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_01_WAV.midi
Franz Schubert,"Sonata in A Minor, D. 846",2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_02_WAV.midi
Franz Schubert,"Sonata in A Minor, D. 847",2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_03_WAV.midi
Franz Schubert,"Sonata in A Minor, D. 848",2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_04_WAV.midi
Franz Schubert,"Sonata in A Minor, D784",2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--1.midi
Franz Schubert,"Sonata in A Minor, D845",2018/MIDI-Unprocessed_Schubert1-3_MID--AUDIO_02_R2_2018_wav.midi
Franz Schubert,"Sonata in A minor, D. 845 ",2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_15_R2_2014_wav.midi
Franz Schubert,Sonata in B-flat Major D. 960,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_01_WAV.midi
Franz Schubert,Sonata in B-flat Major D. 961,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_02_WAV.midi
Franz Schubert,Sonata in B-flat Major D. 962,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_03_WAV.midi
Franz Schubert,Sonata in B-flat Major D. 963,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_04_WAV.midi
Franz Schubert,"Sonata in B-flat Major, D. 960",2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_01_WAV.midi
Franz Schubert,"Sonata in B-flat Major, D. 960 ",2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_04_R2_2014_wav.midi
Franz Schubert,"Sonata in B-flat Major, D. 961",2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_02_WAV.midi
Franz Schubert,"Sonata in B-flat Major, D. 962",2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_03_WAV.midi
Franz Schubert,"Sonata in B-flat Major, D. 963",2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_04_WAV.midi
Franz Schubert,"Sonata in B-flat Major, D960",2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_01_Track01_wav.midi
Franz Schubert,"Sonata in C  Minor, D. 958",2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_01_WAV.midi
Franz Schubert,"Sonata in C  Minor, D. 959",2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_02_WAV.midi
Franz Schubert,"Sonata in C  Minor, D. 960",2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_03_WAV.midi
Franz Schubert,"Sonata in C  Minor, D. 961",2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_04_WAV.midi
Franz Schubert,"Sonata in C Major, D840",2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_01_WAV.midi
Franz Schubert,"Sonata in C Major, D841",2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_02_WAV.midi
Franz Schubert,"Sonata in C Major, D842",2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_03_WAV.midi
Franz Schubert,"Sonata in C Major, D843",2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_04_WAV.midi
Franz Schubert,"Sonata in C Minor, D. 958",2009/MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_01_WAV.midi
Franz Schubert,"Sonata in C Minor, D. 958 ",2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_07_R2_2014_wav.midi
Franz Schubert,"Sonata in C Minor, D. 959",2009/MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_02_WAV.midi
Franz Schubert,"Sonata in C Minor, D. 960",2009/MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_03_WAV.midi
Franz Schubert,"Sonata in C Minor, D. 961",2009/MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_04_WAV.midi
Franz Schubert,"Sonata in C Minor, D958",2004/MIDI-Unprocessed_XP_06_R2_2004_01_ORIG_MID--AUDIO_06_R2_2004_01_Track01_wav.midi
Franz Schubert,"Sonata in C major, D. 840 ",2014/MIDI-UNPROCESSED_19-20-21_R2_2014_MID--AUDIO_20_R2_2014_wav.midi
Franz Schubert,"Sonata in D Major, D. 850 ",2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_10_R2_2014_wav.midi
Franz Schubert,"Sonata in D Major, D850",2004/MIDI-Unprocessed_XP_15_R2_2004_01_ORIG_MID--AUDIO_15_R2_2004_01_Track01_wav.midi
Franz Schubert,Sonata in G Major D894,2018/MIDI-Unprocessed_Schubert7-9_MID--AUDIO_15_R2_2018_wav.midi
Franz Schubert,"Sonata in G Major, D 894",2004/MIDI-Unprocessed_XP_17_R2_2004_01_ORIG_MID--AUDIO_17_R2_2004_01_Track01_wav.midi
Franz Schubert,"Sonata in G Major, D. 894",2009/MIDI-Unprocessed_08_R2_2009_01_ORIG_MID--AUDIO_08_R2_2009_08_R2_2009_01_WAV.midi
Franz Schubert,"Sonata in G Major, D. 895",2009/MIDI-Unprocessed_08_R2_2009_01_ORIG_MID--AUDIO_08_R2_2009_08_R2_2009_02_WAV.midi
Franz Schubert,"Sonata in G Major, D. 896",2009/MIDI-Unprocessed_08_R2_2009_01_ORIG_MID--AUDIO_08_R2_2009_08_R2_2009_03_WAV.midi
Franz Schubert,"Sonata in G Major, D. 897",2009/MIDI-Unprocessed_08_R2_2009_01_ORIG_MID--AUDIO_08_R2_2009_08_R2_2009_04_WAV.midi
Franz Schubert,"Sonata in G Major, D894",2004/MIDI-Unprocessed_XP_04_R2_2004_01_ORIG_MID--AUDIO_04_R2_2004_01_Track01_wav.midi
Franz Schubert,Valse-Caprice No. 6 from Soirees de Vienne,2009/MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_03_WAV.midi
Franz Schubert,Wanderer Fantasy,2006/MIDI-Unprocessed_10_R1_2006_01-04_ORIG_MID--AUDIO_10_R1_2006_03_Track03_wav.midi
"Franz Schubert, Franz Liszt",Der Mueller und der Bach,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--3.midi
"Franz Schubert, Franz Liszt",Die Forelle,2011/MIDI-Unprocessed_03_R2_2011_MID--AUDIO_R2-D1_08_Track08_wav.midi
"Franz Schubert, Franz Liszt","Fruelingsglaube, Die Junge Nonne",2006/MIDI-Unprocessed_11_R1_2006_01-06_ORIG_MID--AUDIO_11_R1_2006_04_Track04_wav.midi
"Franz Schubert, Franz Liszt",Gretchen am Spinnrade,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--2.midi
"Franz Schubert, Franz Liszt","Song Transcriptions: Aufenthalt, Gretchen am Spinnrade, Standchen von Shakespeare, Der Erlkonig",2004/MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_02_Track02_wav.midi
"Franz Schubert, Franz Liszt","Staendchen from Schwannengesang, R245/7",2011/MIDI-Unprocessed_25_R2_2011_MID--AUDIO_R2-D6_08_Track08_wav.midi
"Franz Schubert, Franz Liszt","Standchen, S. 558, NO. 9, Horch, horch! Die Lerch",2011/MIDI-Unprocessed_12_R2_2011_MID--AUDIO_R2-D4_05_Track05_wav.midi
"Franz Schubert, Leopold Godowsky",Moment Musical Op. 94 No. 3 in F-sharp Minor,2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_21_R1_2015_wav--4.midi
"Fritz Kreisler, Sergei Rachmaninoff",Liebesfreud,2011/MIDI-Unprocessed_17_R2_2011_MID--AUDIO_R2-D5_06_Track06_wav.midi
Frédéric Chopin,"12 Etudes, Op. 25",2004/MIDI-Unprocessed_SMF_05_R1_2004_01_ORIG_MID--AUDIO_05_R1_2004_02_Track02_wav.midi
Frédéric Chopin,"24 Preludes, Op. 28",2004/MIDI-Unprocessed_XP_06_R1_2004_01_ORIG_MID--AUDIO_06_R1_2004_01_Track01_wav.midi
Frédéric Chopin,"Andante Spianato and Grand Polonaise Brilliante, Op. 22",2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--5.midi
Frédéric Chopin,"Andante Spianato and Grande Polonaise Brillante, Op. 22",2009/MIDI-Unprocessed_13_R1_2009_01-03_ORIG_MID--AUDIO_13_R1_2009_13_R1_2009_03_WAV.midi
Frédéric Chopin,"Andante Spianato et Grande Polonaise Brillante, Op. 22",2011/MIDI-Unprocessed_04_R3_2011_MID--AUDIO_R3-D2_06_Track06_wav.midi
Frédéric Chopin,"Andante spianato e grande polonaise, Op. 22",2017/MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--3.midi
Frédéric Chopin,Ballade 4 Op. 52,2006/MIDI-Unprocessed_04_R1_2006_01-04_ORIG_MID--AUDIO_04_R1_2006_01_Track01_wav.midi
Frédéric Chopin,"Ballade No. 1 in G Minor, Op. 23",2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_07_Track07_wav.midi
Frédéric Chopin,Ballade No. 2 in F Major,2008/MIDI-Unprocessed_02_R3_2008_01-03_ORIG_MID--AUDIO_02_R3_2008_wav--2.midi
Frédéric Chopin,"Ballade No. 2 in F Major, Op. 38",2008/MIDI-Unprocessed_15_R1_2008_01-04_ORIG_MID--AUDIO_15_R1_2008_wav--3.midi
Frédéric Chopin,"Ballade No. 3 in A-flat Major, Op. 47",2008/MIDI-Unprocessed_07_R2_2008_01-05_ORIG_MID--AUDIO_07_R2_2008_wav--4.midi
Frédéric Chopin,"Ballade No. 4 in F Minor, Op. 52",2008/MIDI-Unprocessed_08_R1_2008_01-05_ORIG_MID--AUDIO_08_R1_2008_wav--4.midi
Frédéric Chopin,Barcarolle in F#,2006/MIDI-Unprocessed_13_R1_2006_01-06_ORIG_MID--AUDIO_13_R1_2006_06_Track06_wav.midi
Frédéric Chopin,"Barcarolle in F-sharp Major, Op. 60",2013/ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_18_R3_2013_wav--1.midi
Frédéric Chopin,"Barcarolle, Op. 60",2008/MIDI-Unprocessed_08_R3_2008_01-05_ORIG_MID--AUDIO_08_R3_2008_wav--1.midi
Frédéric Chopin,Berceuse Op. 57,2008/MIDI-Unprocessed_14_R1_2008_01-05_ORIG_MID--AUDIO_14_R1_2008_wav--4.midi
Frédéric Chopin,Berceuse Op. 57 in D-flat Major,2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--5.midi
Frédéric Chopin,"Berceuse in D-Flat Major, Op. 57",2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--4.midi
Frédéric Chopin,"Berceuse, Op. 57",2011/MIDI-Unprocessed_25_R3_2011_MID--AUDIO_R3-D9_05_Track05_wav.midi
Frédéric Chopin,"Complete Etudes, Opus 25",2004/MIDI-Unprocessed_SMF_17_R1_2004_04_ORIG_MID--AUDIO_17_R1_2004_09_Track09_wav.midi
Frédéric Chopin,Etude Op. 10 No. 1,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_19_R1_2013_wav--3.midi
Frédéric Chopin,Etude Op. 10 No. 1 in C Major,2017/MIDI-Unprocessed_042_PIANO042_MID--AUDIO-split_07-06-17_Piano-e_1-02_wav--2.midi
Frédéric Chopin,Etude Op. 10 No. 10 in A-flat Major,2017/MIDI-Unprocessed_053_PIANO053_MID--AUDIO-split_07-06-17_Piano-e_3-04_wav--2.midi
Frédéric Chopin,Etude Op. 10 No. 12,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--4.midi
